id,text,created_at,lang,source,retweet_count,reply_count,like_count,quote_count,conversation_id,hashtags,urls,mentions,media,geo,place_id,referenced_tweets,sentiment_score,subjectivity,emotion
ae5e2d6f-734e-4d1e-ae02-3b61514c7238,Nearly situation food bad believe community behind buy.,2024-06-14 16:12:18,fr,Twitter for iPhone,26,190,220,78,468b54b2-aa7a-43ed-98d4-c3b37c2bf46b,"['inside', 'region', 'expert', 'race', 'support']",[],"['thomaslee', 'zgonzalez']",[],,,[],0.79,0.4,anger
0b1b4133-add1-41c0-b08b-aee26e01d9c1,Upon executive hospital Democrat.,2024-01-17 01:44:01,fr,Twitter Web App,291,88,855,55,7e61167f-497e-4f98-8ddf-a0ffd69cdb08,"['model', 'event']","['http://www.holmes.com/', 'http://www.barker.com/', 'http://fisher-riggs.org/']","['fraziernancy', 'taylorjuan']","['https://placeimg.com/861/233/any', 'https://placekitten.com/163/429']","('39.96097', '-75.60804')",,[],0.97,0.77,disgust
0ea5be88-d577-42a1-a25d-dd639c0aa8cb,Participant economy whatever story age dark identify.,2024-08-26 21:39:34,es,Twitter Web App,287,13,877,81,8501e7ac-ff9a-4904-bfa8-139ce88deeb9,"['of', 'treatment', 'time', 'development']",[],['walkerkaylee'],[],"('29.65163', '-82.32483')",a8fbe67f-2676-48ea-a793-1b64d87d600b,"['051e5d44-0993-4750-a656-4d4d341c1b57', 'b2c1837d-ae47-429b-a653-e0f1652e8709']",-0.26,0.3,disgust
c5cf91ab-972f-4c78-8850-ed18da67a87b,Practice their really trip shoulder cup serious.,2024-04-01 09:23:50,es,Twitter for Android,99,25,335,54,fb04ac5d-2361-4d43-a311-17e3911cb1db,['ask'],[],[],[],,,['d6338a5b-821a-4ad6-a0ff-f955189759e3'],-0.61,0.26,fear
6225a7af-274c-4868-977d-2ffd27dcab4f,Drop beautiful care note.,2024-04-19 11:15:14,fr,Twitter for iPhone,185,111,151,51,37f7dd49-d744-4a9f-a577-e6c03075cc84,"['figure', 'herself']","['http://www.schultz.info/', 'http://knapp.com/', 'http://weaver.com/']",[],"['https://dummyimage.com/677x842', 'https://www.lorempixel.com/440/783']",,e74ac39e-bb5a-4521-a336-07da0f3e1ac1,['bb387c53-3ca1-4a84-a635-51dbc07a518b'],-0.13,0.63,sadness
92918852-8d5a-4496-842f-dd78bd6f29f8,Scene pay themselves.,2024-11-06 14:00:39,en,Twitter Web App,283,59,93,54,e12a7c16-0d37-4442-8ccf-ecce9a9c3753,['race'],"['http://duke-blankenship.com/', 'https://obrien-phillips.com/']","['carrieyoder', 'jdavis', 'christopheracosta']","['https://placekitten.com/650/850', 'https://dummyimage.com/11x347']",,,['0e81cf01-c4fd-41f0-870f-495f3f37ee8e'],-0.88,0.6,fear
6ae0058e-7d7b-4a79-a736-927bd9f54c9a,Tough just structure cause ago mention.,2024-04-14 10:09:58,en,Twitter Web App,147,19,728,61,c0e8be2d-1d4d-4b6f-aa0c-733d8f0580c2,"['five', 'catch']","['http://leblanc-cook.com/', 'https://bryant.net/']","['gonzalezchristopher', 'mckenzie43']",['https://www.lorempixel.com/315/10'],,,['e53ca166-e7eb-4979-8d41-6dcba04d1cb5'],-0.54,0.8,anger
8036426f-9b80-4a21-a0de-cc7c77d0454d,Choice action give let true organization.,2024-01-23 18:52:46,de,Twitter for Android,37,87,254,49,13c7f61a-e68a-4d51-9d66-1b20d143cc22,"['chair', 'wall', 'arm', 'practice', 'threat']",[],['hgraham'],[],,a40817a0-214b-480a-8cc1-f8fc034d16ef,"['3fc1a73f-6444-4d87-a9f4-085b131308dc', '083dbd56-cd36-4a8c-81fe-0b66113c540c']",0.18,0.45,sadness
dccaea6b-2665-40be-882b-a3ebe9fa2764,Can democratic song today.,2024-05-06 18:50:36,en,Twitter Web App,197,154,991,0,f815a2cc-a01f-48bf-b9ff-3d545c59d2ff,"['practice', 'account', 'fact', 'doctor', 'begin']",[],"['jennifer26', 'michaelhiggins', 'williamsjonathan']",[],,b50b8b85-89cb-4faf-b7fa-703ece3900aa,"['ec6edc84-ddb4-46db-b0d3-1e76b6d3a095', 'b63deba9-8e23-4e82-8666-545671a1859f']",-0.55,0.37,joy
b53920a7-88dc-4a20-afe0-d02e7d84b4ed,Woman charge opportunity local tend around.,2024-03-15 20:38:23,fr,Twitter Web App,258,196,364,4,6730ae5c-f111-4531-8e75-9425176b4ae0,"['body', 'all']","['https://santiago-burns.com/', 'http://lozano-dunlap.com/']",[],['https://dummyimage.com/4x911'],,,['67963652-912b-47d1-9eb7-b34db6aad05b'],0.49,0.47,fear
acf605c3-a34d-43ef-bb64-dd5cd4361d58,East environment rich professional civil.,2024-05-10 16:26:57,fr,Twitter Web App,230,157,405,68,a0235173-e89b-49ae-8c07-eaf8b5e9cdd6,"['it', 'turn']","['https://www.west.com/', 'https://www.clark.com/', 'http://www.mills.org/']","['christopher23', 'pamela87', 'nelsonalbert']",[],,,['2dd041e8-2c17-4472-8827-39315ea18a42'],0.78,0.34,fear
f22bab66-71fd-45db-a102-6211b79df93b,Argue particular benefit thus.,2024-08-13 17:44:57,fr,Twitter for iPhone,391,152,525,25,bf1c9995-98aa-4d3c-9283-b56408651ca1,"['five', 'relate', 'entire', 'line', 'maybe']",['http://www.hutchinson.com/'],"['kathleen98', 'clee', 'beardheather']",[],,250892ee-ab00-418d-9396-7de2b876743a,"['40206267-7fc9-4853-83b0-908ac59bd847', '4cf23e67-205f-48e2-8eed-689f8d505c6b']",0.59,0.54,disgust
e6ed6c51-37e4-4bae-802b-45d0a60af729,Education try sense bag foreign huge.,2024-02-02 12:29:44,en,Twitter Web App,281,101,50,93,0d70243e-9653-404e-959a-106d6c89fea9,['hold'],"['https://www.maddox.info/', 'http://young-miller.net/', 'http://byrd.com/']",['davidgalvan'],['https://placeimg.com/543/1021/any'],"('45.53929', '-122.38731')",,[],0.14,0.36,disgust
869523f1-06d0-45e4-a0e6-753a011921f6,Claim hundred nor gas they.,2024-03-27 02:38:31,de,Twitter for Android,143,198,693,47,1ef74427-eeb0-41f3-b71b-2b13a9836785,"['happy', 'soon', 'cut', 'true', 'soldier']",[],"['erinrichardson', 'derrickmartinez', 'townsendjesus']","['https://placeimg.com/886/444/any', 'https://placekitten.com/597/971']","('38.96372', '-76.99081')",,"['7d6070d5-9203-4d1f-bea0-5d986673f8c2', '42583b1c-580e-4031-8b11-708ae101d1f9']",0.98,0.79,anger
f14dca61-6912-49ae-813d-adfb61d5c11e,Different case million above.,2024-01-11 20:01:53,en,Twitter for iPhone,422,83,306,1,a1415b2a-c435-4eca-93ed-d7bf0a3b5efb,"['in', 'treatment']","['https://www.wagner-middleton.com/', 'http://hansen-rodriguez.biz/']",['ryanjimenez'],['https://www.lorempixel.com/310/604'],,,['f373330f-5d22-4354-9f4c-24f46caafa25'],-0.97,0.98,fear
3e53f65f-f226-46d1-af47-2105f9dc0e3d,Answer environmental least ability thought.,2024-07-14 11:26:24,de,Twitter Web App,319,7,266,41,1f8408dd-24a9-4dce-af8f-0c97c68a6618,['show'],"['https://www.howard-terry.com/', 'http://graves-taylor.com/', 'http://www.blankenship.info/']","['bgarcia', 'esnow']",['https://dummyimage.com/835x916'],,,['6b6de7c7-68e1-4ab4-81d3-0936b98cab70'],0.44,0.53,fear
ce4a3c85-473d-42f9-a98f-dccded638681,Table drug country season game produce.,2024-05-27 03:07:20,en,Twitter Web App,348,162,839,96,7e4da87c-0362-4ea8-9a77-3c3629a0863a,"['around', 'production']",[],"['yross', 'chelsea40', 'ecummings']","['https://www.lorempixel.com/935/796', 'https://placekitten.com/70/270']",,,[],0.63,0.38,joy
e579f95e-2cfb-48df-8f91-c68f10565329,Wait suffer management pass simply challenge deal.,2024-01-09 16:54:06,fr,Twitter for iPhone,312,69,178,67,a489db81-d28b-41e5-bb92-355ac4881193,"['agent', 'wonder', 'everything']",['https://pierce-raymond.com/'],[],"['https://www.lorempixel.com/12/828', 'https://www.lorempixel.com/988/1015']","('41.24255', '-82.61573')",,"['dade387a-9666-4929-818b-2e286d8ba1d5', 'b3ed841f-4d9f-4ba5-aefc-af81bc3c9c51']",-0.85,0.67,joy
92db73c5-e794-47bd-9f2e-ca830d90f1b3,Sister subject wrong condition better.,2024-09-15 10:38:26,fr,Twitter Web App,60,200,31,24,d5667e52-95a3-450a-8c28-fae1b0c9321c,"['forward', 'business']",['https://molina-osborne.com/'],[],['https://placeimg.com/477/475/any'],"('33.08014', '-83.2321')",,['c3967370-eb0f-4031-bd6e-0a646fb3d407'],-0.75,0.15,sadness
02ba2345-930a-47ad-b532-2851837e64a9,Partner pay fear serious particularly job position really.,2024-10-05 12:21:36,es,Twitter Web App,65,115,974,2,283c0f25-5bf0-4ac9-aa5b-d42d89429752,"['before', 'feel', 'reason', 'federal', 'seek']","['https://www.shepard.com/', 'http://garcia.com/', 'https://www.armstrong.com/']","['jon45', 'mathewsbenjamin', 'zimmermanmichelle']","['https://placekitten.com/814/805', 'https://placekitten.com/311/355']",,d9578df7-0343-47c6-a77d-784d0b119ea0,['0e178bfe-40a8-43a6-978d-75c1817da0a0'],-0.64,0.34,fear
cc60c88c-b63f-4371-a55b-749a74e4e3ac,President close bar family strong country.,2024-05-24 21:16:38,en,Twitter for Android,499,125,414,86,6cb1cca0-aee6-4b29-a5d4-ad7c58cff1bf,"['they', 'just', 'pick', 'fire']",[],"['nicholas24', 'casey46']",['https://placekitten.com/295/225'],,,"['b98d8d6c-4a87-4f59-ac9f-7b14486c21c0', 'a41da467-8257-4147-8b36-c26436b70a04']",-0.91,0.93,disgust
53e4c12e-378d-4a3a-9bf4-ccdd120b4c51,Beyond above ready law thank woman land.,2024-06-16 15:48:32,en,Twitter for iPhone,49,58,875,0,0765ee1e-ddf8-43c0-8202-2eb5e31e6374,"['authority', 'already', 'on', 'keep', 'mind']",[],[],"['https://placeimg.com/990/28/any', 'https://dummyimage.com/216x31']",,676cf57c-afe9-4f9e-af0a-ec198533deec,[],-0.3,0.59,sadness
08f5e3a3-d892-4771-8df3-1e2a55bc4620,Stuff buy little.,2024-12-03 14:13:25,es,Twitter for Android,201,91,463,80,b17f5263-664b-4523-a91b-3a3945cc64d8,"['red', 'consumer', 'first', 'field', 'forget']",['http://www.ryan-graves.com/'],"['davidramsey', 'markbennett']",['https://dummyimage.com/203x1000'],"('40.56754', '-89.64066')",8f870ea0-a049-44ac-b84d-480b974edb32,['b7dd89c9-03a4-49a8-a8ab-9e457475ce4e'],0.31,0.2,anger
e0238553-ac0d-4444-9954-1fa4dbb8d2ec,Friend even rather statement significant rock.,2024-09-15 14:42:12,fr,Twitter Web App,191,141,569,93,2b330a4b-ad0a-472f-99f0-c3be71d1c46b,['ask'],"['https://www.reid.info/', 'http://www.duncan.org/']","['fisheranthony', 'phopkins', 'crystaljones']",['https://placeimg.com/937/743/any'],,b425f88c-5478-44e9-a8b1-e9c3b27207b9,[],-0.51,0.81,sadness
ea96a94f-af2f-400a-8468-5df2d91fcb39,Give notice natural chair.,2024-06-14 17:08:48,en,Twitter for Android,406,96,766,31,ddbb12b3-d1b0-40ec-b790-c4762abaaed3,"['certain', 'argue', 'ten']","['http://www.wade.com/', 'https://galvan.net/']","['gtorres', 'hodgesphillip']",[],,,[],-0.42,0.73,anger
01d617b3-4b58-409a-b5aa-36c2172467e4,Explain character nothing newspaper data benefit chair.,2024-12-29 21:15:28,es,Twitter Web App,173,110,563,28,a93788bf-b1c2-4346-b351-43958615fb4f,['former'],"['https://www.adams-montgomery.com/', 'http://www.underwood.com/', 'https://brown-ross.info/']",['matthew40'],[],,,"['165cad37-76ab-432d-abb3-7ff325fd0678', '11306f59-d3d5-4047-b8fe-aff9c3da927b']",0.21,0.45,fear
70074dd9-0ee5-4691-b883-564721ef7bb9,He man brother statement first.,2024-09-24 04:36:20,en,Twitter for iPhone,285,47,255,88,196b8d0d-72aa-4740-ac13-cc3876c06561,"['world', 'ground']","['http://butler.com/', 'http://hoffman-hall.info/', 'http://vargas.com/']",[],[],"('32.44874', '-99.73314')",2c444da9-9521-47fa-9cd8-f105e03c54c0,['6b8564d3-fc14-4d1f-8eaa-aaba0ffe9568'],-0.04,0.05,sadness
12debc48-ff57-4298-aac2-e8eb97888e1f,Road least way seat.,2024-06-27 04:47:39,de,Twitter for iPhone,480,174,96,44,21012f56-9557-4d93-b4fa-fd3cae104f29,"['world', 'add', 'dog', 'address']",['http://www.stevens.com/'],"['antoniocrawford', 'bradfordrobert']",[],,,"['51d9a083-c7e2-4bff-99b4-4f8e924d5341', '209ca0b6-5697-4351-a986-f933c784f46a']",-0.76,0.28,fear
6b1f00ee-bcff-4c9e-9d66-d7b191a9b844,Provide raise together return their respond.,2024-06-06 19:14:45,fr,Twitter for iPhone,187,149,473,39,3c58b931-63d9-4f26-9175-49a3cf5a87c6,"['area', 'subject', 'head', 'structure', 'operation']",[],[],"['https://dummyimage.com/1014x237', 'https://placekitten.com/119/197']",,a5a93845-eac0-43e3-8368-a418e8cc1893,['9f8571d2-b179-4ad3-8c41-6967a6338763'],-0.85,0.12,fear
5e465860-23a6-4476-8bca-fa4163af5473,Speech film subject someone.,2024-11-19 20:06:57,de,Twitter for Android,386,169,104,16,3e01fdfa-3a2e-43e2-a0ef-5d3b8efd2a5f,"['bring', 'data', 'population', 'policy']","['https://www.williams.org/', 'http://snyder.com/']","['emily96', 'qkaiser']","['https://placekitten.com/287/424', 'https://dummyimage.com/212x4']",,5dc2772f-d7eb-4b1d-8367-d0ea0a7969c5,['b2b8cfad-3086-4e60-8d7c-d0244609f7b5'],-0.5,0.49,sadness
93894dfd-af16-4f3b-a9dd-7b516cf3a88c,Share same consider two break class school.,2024-05-20 14:59:54,fr,Twitter for Android,73,97,823,13,f40396b0-bc00-444c-af0f-c39dfd4a6ec5,"['effect', 'feel', 'prepare', 'hair']","['http://www.bell-coleman.com/', 'http://www.tucker-bailey.org/']",[],['https://placeimg.com/929/562/any'],,,"['3b0fa1d4-f3e2-4aeb-884c-24278c43ec7e', 'ae2b79a4-557a-434d-92fb-444345277277']",0.09,0.37,fear
0eb7bddc-322f-475b-8428-ba979b6390b7,Recently thus charge practice high.,2024-07-13 11:54:20,es,Twitter Web App,101,21,812,49,4e5df76f-1a62-416c-acf0-32829d19f7ef,"['only', 'young']","['https://www.pratt.com/', 'https://taylor.com/']",[],"['https://placekitten.com/455/399', 'https://www.lorempixel.com/48/183']","('41.85059', '-87.882')",,"['be75c367-8aa0-4cde-9015-1a2fd0890263', '04fb3685-2bf5-4267-83ea-961312f8ea64']",-0.01,0.89,anger
ec8fe522-a630-41c7-b5bd-0d3b9ce1c995,To son us point guess travel.,2024-08-31 12:11:57,fr,Twitter for iPhone,308,197,143,64,1d8565dd-625e-4aa7-806c-5b900e53d029,"['care', 'national']","['http://everett-newman.com/', 'http://johnson-ortega.com/']","['ayalaamanda', 'hernandezpamela', 'rfox']",[],,,"['dd1e9fd7-9e57-42b0-bbb2-fe4492e5b888', '0a961484-ed39-4242-98fa-9ad38b58fea9']",0.47,0.69,anger
0b37338f-34bb-481b-8bec-2c6c88a170b0,Call education really around during social week.,2024-05-28 17:52:18,fr,Twitter for Android,260,158,124,75,c66a89a5-a65b-46ba-93b4-bbc69c9aed11,"['water', 'do', 'effort', 'some']",['https://www.payne-hinton.info/'],"['taragraham', 'louispotter']",['https://www.lorempixel.com/884/980'],,570c2d40-6928-4f21-8fa7-9e03fd2ce6f2,['a79fd55a-7bbc-4e71-a744-541bf647ad34'],-0.29,0.25,fear
61e14c87-99ce-4fb7-9fc1-02bbfe719af2,Month lay would somebody within early professional.,2024-04-15 10:48:57,es,Twitter Web App,205,75,12,39,3f274502-3ed9-4f01-9179-b03b0f663b2f,"['positive', 'most', 'coach', 'program', 'spend']","['https://goodman.com/', 'https://www.smith.net/']","['jessica49', 'george13', 'dthomas']","['https://www.lorempixel.com/310/951', 'https://placekitten.com/151/992']",,4e74a920-b548-4aa4-b935-0857f8b6380a,['6fee48e4-3ccf-4c6b-a784-8bc5bf2c5eb4'],0.83,0.34,joy
95a73b51-9c7a-4c63-9e41-77f3b76a1fc6,Top skill entire effect generation west.,2024-02-10 00:44:51,fr,Twitter for Android,256,63,63,21,90522fdb-d9f2-4477-897f-9c48c43cdd5a,"['have', 'recognize']",[],[],[],,06794473-cb2b-4bec-b365-cc6d804fedf5,[],-0.56,0.3,joy
9876d26c-64fc-4730-98ad-d949ad474b83,Certainly mention theory development but.,2024-02-21 10:44:02,en,Twitter Web App,20,182,850,8,fa053a8e-37f0-4856-99da-8a4d335fc2af,"['risk', 'official', 'buy', 'threat', 'stay']","['https://www.villegas.info/', 'https://johnson.com/']","['stephenowens', 'pamelaprince']",[],,,[],0.43,0.82,anger
09d221b4-7242-47b1-b64e-809f613a1e8d,Deal industry brother easy product before.,2024-11-13 20:33:50,es,Twitter for Android,23,18,799,5,06c11351-5242-4e7e-ab6c-7a084ddc5845,"['could', 'occur']","['http://www.owens.org/', 'http://davis.com/', 'https://barnes.biz/']","['imorris', 'cfrey']",['https://placeimg.com/466/10/any'],,3167047c-a5b8-4a18-ac14-317dd66410d6,[],0.88,0.54,disgust
